Código,Descripción,Categoría,Marca,Cantidad (unidades),Unidades/Bulto,Cantidad (bultos),Costo Unitario (USD),Precio Unitario (USD),Valor Total Costo (USD),Valor Total Venta (USD)
004694,INSECTICIDA MATA CUCARACHAS Y CHIRIPAS RAID 360 ML,HOGAR,nan,215.00,12,17.92,3.9571,6.8400,850.79,1470.60
004079,INSECTICIDA VERDE RASTRERO BAYGON 360 ML,HOGAR,nan,186.00,12,15.50,4.5600,6.0600,848.16,1127.16
000882,GALLETAS SUSY MAXI NESTLE 4 UND 200 GR,GALLETAS,nan,480.00,60,8.00,1.7667,3.1712,848.04,1522.16
004203,SALSA DE TOMATE PARA PASTA BOLOGNESA OLE 200 GR,VIVERES,nan,936.00,24,39.00,0.9032,1.0300,845.43,964.08
004727,JABON TRIPACK AVENA Y AZUCAR PALMOLIVE 330 GR,CUIDADO PERSONAL,nan,840.00,24,35.00,1.0000,4.4397,840.00,3729.35
000613,DESODORANTE GEL SPECIALIZE GILLETE 45 GR,CUIDADO PERSONAL,nan,348.00,12,29.00,2.4054,3.4800,837.07,1211.04
002654,CREMA PARA CHANTILLY SUCREAM 1 LT,REPOSTERIA,nan,288.00,12,24.00,2.9000,6.9585,835.20,2004.06
002258,COLETO MEDIANO,LIMPIEZA,nan,780.00,60,13.00,1.0657,1.4306,831.26,1115.86
001309,PAN DE MANTEQUILLA HOLSUM 420 GR,PANADERIA,nan,392.00,1,392.00,2.1200,2.7100,831.04,1062.32
002139,TOALLAS SANITARIAS DIURNAS PLUS 290 MM ALIVE 10 UND,CUIDADO PERSONAL,nan,1512.00,72,21.00,0.5487,1.0774,829.62,1629.06
002855,GALLETAS TRELOSO CHOCOLATE VITARELLA 120 GR,GALLETAS,nan,828.00,36,23.00,1.0000,0.5172,828.00,428.24
003202,CHIMO AZUL EL APUREÑITO 20 GR,MISCELANEOS,nan,3600.00,600,6.00,0.2300,0.3100,828.00,1116.00
000704,CHAMPU PARA NIÑOS PROTEINA CHISPEANTE EVERY NIGHT 365 ML,INFANTIL,nan,372.00,12,31.00,2.2133,4.0601,823.33,1510.37
004807,SANGRIA VERANO MOJITO CAROREÑA 355 ML,BODEGON,nan,708.00,24,29.50,1.1611,1.4399,822.08,1019.44
004828,ESPONJA DOBLE USO TK,LIMPIEZA,nan,1020.00,30,34.00,0.8038,0.9209,819.84,939.30
001243,GELATINA DE CEREZA SONRISSA 66 GR,REPOSTERIA,nan,768.00,48,16.00,1.0659,1.3700,818.59,1052.16
000958,REFRESCO MANZANA GOLDEN 2 LT,BEBIDAS,nan,966.00,6,161.00,0.8458,0.8400,817.05,811.44
001870,CHICHA EN POLVO CAMPESTRE 400 GR,VIVERES,nan,408.00,24,17.00,1.9985,2.9399,815.37,1199.49
001511,COMINO MOLIDO IBERIA 6 GR,SIN CATEGORIA,None,1296.00,24,54.00,0.6281,0.3195,814.07,414.08
001045,CEREAL ABCITOOS MAIZORITOS 240 GR,VIVERES,nan,600.00,12,50.00,1.3548,2.6296,812.90,1577.73
004416,PAN DE SANDWICH BLANCO PAL DIA CRUSTISSIMO 420 GR,SIN CATEGORIA,None,860.00,1,860.00,0.9410,1.1400,809.29,980.40
003812,RAQUETY QUESO FRITO LAY 36 GR,CONFITERIA,nan,1110.00,30,37.00,0.7290,0.7405,809.15,821.95
000925,CHOCOLATE DE LECHE SAVOY 70 GR,CONFITERIA,nan,576.00,144,4.00,1.3940,2.0191,802.92,1163.00
000993,REFRESCO 7UP 2 LT,BEBIDAS,nan,930.00,6,155.00,0.8626,0.8400,802.19,781.20
001166,SERVILLETA ZZZ GRANDE PAVECA 160 HOJAS,HOGAR,nan,784.00,16,49.00,1.0220,1.2782,801.27,1002.08
001649,CEREAL MEGA BOL CHOCOLATE TU CEREAL 500 GR.,VIVERES,nan,534.00,6,89.00,1.4990,2.5400,800.48,1356.36
001061,CEREAL POP CRONCH CHOCOLATE MAIZORITOS 240 GR,VIVERES,nan,528.00,12,44.00,1.5126,2.6297,798.66,1388.46
000928,CHOCOLATE DE LECHE Y AVELLANAS CARRE SAVOY 100 GR,CONFITERIA,nan,600.00,120,5.00,1.3267,3.6100,796.00,2166.00
002089,COMPOTA DE PERA OSOLE 100 GR,INFANTIL,nan,1440.00,24,60.00,0.5474,0.5698,788.25,820.50
003051,PAÑAL PARA BEBES BASIC TALLA G OKI 10 UND,INFANTIL,nan,520.00,20,26.00,1.5126,2.3892,786.56,1242.41
002979,ACEITE DE OLIVA EXTRA VIRGEN CARBONELL 500 ML,CESTA BASICA,nan,72.00,6,12.00,10.9000,14.5000,784.80,1044.00
001579,HARINA DE MAIZ PRECOCIDA SIN GLUTEN KEL MAIZKEL  1 KG,CESTA BASICA,nan,600.00,20,30.00,1.2955,1.9900,777.28,1194.00
000705,SHAMPOO CACAO Y FRUTOS ROJOS EVERY NIGHT 365 ML,CUIDADO PERSONAL,nan,300.00,12,25.00,2.5866,4.3510,775.97,1305.31
001242,GELATINA SIN SABOR SONRISSA 33 GR,REPOSTERIA,nan,528.00,48,11.00,1.4670,2.2800,774.59,1203.84
002176,GALLETAS MARIA CANELA CALEDONIA 150 GR,GALLETAS,nan,816.00,24,34.00,0.9491,1.2100,774.44,987.36
002270,MALVAVISCOS BLANCO MINI MARSHMALLOWS 100 GR,CONFITERIA,nan,980.00,70,14.00,0.7882,0.9208,772.43,902.35
001790,QUESO DE AÑO FRITZ 180 GR,CHARCUTERIA,nan,456.00,12,38.00,1.6883,3.1990,769.88,1458.76
000683,LAVAPLATOS EN CREMA LIMA LIMON AXION 450 GR,LIMPIEZA,nan,600.00,24,25.00,1.2800,2.6600,768.00,1596.00
001484,CREMA DE LECHE PURISIMA 250 GR,CESTA BASICA,nan,480.00,24,20.00,1.5856,2.7593,761.07,1324.45
003988,REFRESCO UVA GLUP 400 ML,SIN CATEGORIA,None,885.00,15,59.00,0.8575,0.3192,758.89,282.49
001792,SALSA DE TOCINETA FRITZ 240 GR,VIVERES,nan,444.00,12,37.00,1.7086,2.6108,758.61,1159.18
000082,YESQUERO LEXUS,HOGAR,nan,3000.00,1000,3.00,0.2528,0.1200,758.28,360.00
004095,SALSA PARA PIZZA KIERO 340 GR,SIN CATEGORIA,None,768.00,24,32.00,0.9850,1.1900,756.48,913.92
001726,CHOCOLATE CON MANI ST. MORITZ 32 GR,CONFITERIA,nan,1008.00,144,7.00,0.7500,0.4700,756.00,473.76
004288,REPELENTE EN CREMA SIN FRAGANCIA OFF BABY 100 GR,CUIDADO PERSONAL,nan,192.00,12,16.00,3.9360,6.2100,755.71,1192.32
001409,TORTILLAS RAPIDITAS BIMBO 330 GR,SIN CATEGORIA,None,506.00,1,506.00,1.4912,2.5000,754.56,1265.00
001509,SALSA DE SOYA IBERIA 300 ML,VIVERES,nan,456.00,12,38.00,1.6480,2.5601,751.49,1167.41
002692,COMPOTA DE MANZANA VIVO MI FRUIT 90 GR,INFANTIL,nan,936.00,36,26.00,0.8014,0.6714,750.08,628.47
001027,CEREAL FRUTY AROS MAIZORITOS 500 GR,VIVERES,nan,324.00,12,27.00,2.3118,4.6805,749.02,1516.48
002259,COLETO GRANDE,LIMPIEZA,nan,660.00,60,11.00,1.1327,1.5879,747.58,1048.04
001902,DESINFECTANTE ESPIRITU JOVEN  MISTOLIN 828 ML,LIMPIEZA,nan,576.00,12,48.00,1.2917,1.8101,744.03,1042.63
004164,"CARAMELOS VITA C FREEGELLS 27,9 GR",CONFITERIA,nan,1296.00,432,3.00,0.5727,0.2085,742.24,270.19
001570,GELATINA SABOR A CEREZA GELLA MONTALBAN 90 GR,REPOSTERIA,nan,720.00,72,10.00,1.0300,1.3700,741.60,986.40
001140,GALLETAS MARIA DELICIAS CHOCOLATE PUIG 136 GR,GALLETAS,nan,580.00,20,29.00,1.2783,2.0000,741.39,1160.00
003948,REFRESCO PIÑA GOLDEN 1 LT,BEBIDAS,nan,1068.00,6,178.00,0.6940,0.5500,741.20,587.40
004784,FRIJOL PICO NEGRO EL MAIZALITO 400 GR,SIN CATEGORIA,None,810.00,30,27.00,0.9151,1.0600,741.20,858.60
004857,SANGRIA EN LATA BLANCA VERANO CAROREÑA 250 ML,BODEGON,nan,756.00,24,31.50,0.9745,1.1000,736.72,831.60
003806,GALLETAS DE FRESA OREO 96 GR,GALLETAS,nan,784.00,56,14.00,0.9371,1.1388,734.70,892.85
002290,BEBIDA EN POLVO  DE LIMON TANG 20 GR,BEBIDAS,nan,2160.00,120,18.00,0.3400,0.4500,734.40,972.00
001909,DESINFECTANTE REGULAR PINO PINESOL 828 ML,LIMPIEZA,nan,432.00,12,36.00,1.6982,2.6400,733.63,1140.48
003295,BAMBINOS GRANJA 11 CM,REFRIGERADOS Y CONGELADOS,nan,1120.00,40,28.00,0.6511,0.6300,729.24,705.60
004869,GELATINA SABOR A KOLITA GELLA MONTALBAN 90 GR,REPOSTERIA,nan,720.00,72,10.00,1.0071,1.3700,725.14,986.40
001124,GALLETAS SALTINES PUIG 250 GR,GALLETAS,nan,648.00,24,27.00,1.1126,1.5601,720.97,1010.97
004840,REFRESCO MANZANITA GLUP 2 LT,BEBIDAS,nan,720.00,6,120.00,1.0000,0.7414,720.00,533.81
001212,GELATINA DE LIMON SONRISSA 66 GR,REPOSTERIA,nan,672.00,48,14.00,1.0658,1.3700,716.19,920.64
001782,TOSTON CON AJO TOM 28 GR,CONFITERIA,nan,3168.00,96,33.00,0.2246,0.2700,711.58,855.31
001232,MOSTAZA PREPARADA HEINZ 195 GR,VIVERES,nan,504.00,24,21.00,1.4100,1.7300,710.64,871.92
001254,GELATINA DE TUTTI FRUTTI SONRISSA 66 GR,REPOSTERIA,nan,672.00,48,14.00,1.0567,1.3700,710.10,920.64
003320,SUERO CREMOSO YARACAL 1 LT,REFRIGERADOS Y CONGELADOS,None,1182.00,1,1182.00,0.6000,0.8600,709.20,1016.52
002947,VINAGRE DE MANZANA KALDINI 1 LT,VIVERES,nan,216.00,12,18.00,3.2800,4.0300,708.48,870.48
000633,SHAMPOO LIMPIEZA RENOVADORA HEAD & SHOULDERS 18 ML,CUIDADO PERSONAL,nan,1536.00,300,5.12,0.4607,0.3837,707.59,589.34
001461,PAPAS FRITAS ORIGINAL RUFFLES  FRITO LAY 125 GR,CONFITERIA,nan,486.00,18,27.00,1.4461,2.7317,702.78,1327.60
001642,COLADO DE FRUTAS TROPICALES HEINZ 113 GR,INFANTIL,nan,1032.00,24,43.00,0.6808,0.7100,702.59,732.72
001959,GELATINA SIN SABOR FRUXI 12 GR,REPOSTERIA,nan,920.00,40,23.00,0.7600,0.8600,699.20,791.20
004872,GUISANTES OSOLE 280 GR,SIN CATEGORIA,None,696.00,1,696.00,1.0000,1.4300,696.00,995.28
001209,COLADO POUCH DE FRUTAS TROPICALES 113 GR,INFANTIL,nan,888.00,24,37.00,0.7832,0.8100,695.47,719.28
000867,BEBIDA EN POLVO DE DURAZNO NESTEA 90 GR,BEBIDAS,nan,720.00,72,10.00,0.9605,1.1899,691.55,856.71
002410,AFEITADORA PB 3 GILLETTE BLISTER 4 UND,CUIDADO PERSONAL,nan,144.00,36,4.00,4.8000,5.5200,691.20,794.88
001082,TALCO PARA BEBE CON ALMIDON DE MAIZ CHICCO 200 GR,INFANTIL,nan,192.00,24,8.00,3.5789,6.0000,687.16,1152.00
003387,SALSA DE TOMATE SIN AZUCAR HEINZ 367 GR,VIVERES,nan,552.00,24,23.00,1.2433,1.9100,686.28,1054.32
002271,MALVAVISCOS BLANCO MARSHMALLOWS 100 GR,CONFITERIA,nan,700.00,70,10.00,0.9793,0.9222,685.53,645.57
001906,DESINFECTANTE SUAVIDAD DE ALGODÓN MISTOLIN 828 ML,LIMPIEZA,nan,540.00,12,45.00,1.2673,1.8101,684.32,977.47
000868,BEBIDA EN POLVO DE LIMON NESTEA 90 GR,BEBIDAS,nan,720.00,72,10.00,0.9502,1.1899,684.15,856.74
001414,PASTA RIGATONI ALLEGRI 1 KG,CESTA BASICA,nan,660.00,12,55.00,1.0359,1.9000,683.67,1254.00
000989,REFRESCO KOLITA GOLDEN 2 LT,BEBIDAS,nan,786.00,6,131.00,0.8684,0.8400,682.60,660.24
000767,GALLETAS VAINILLA SORBETICO 4 UND 100 GR,GALLETAS,nan,728.00,28,26.00,0.9356,1.1711,681.11,852.57
001650,CACHAPA CON QUESO TREO BOKADO 110 GR,CONFITERIA,nan,790.00,10,79.00,0.8619,1.0000,680.91,790.00
002748,BEBIDA ACHOCOLATADA CHOCOYA WYNCO 200 ML,BEBIDAS,nan,1161.00,27,43.00,0.5801,0.6900,673.54,801.05
001510,SALSA DE AJO IBERIA 300 ML,VIVERES,nan,480.00,12,40.00,1.4023,2.2593,673.08,1084.45
004704,SUAVIZANTE FRESCA PRIMAVERA SUAVITEL 1 LT,SIN CATEGORIA,None,300.00,12,25.00,2.2397,4.4907,671.91,1347.20
000706,SHAMPOO CEREALES MULTIACTIVOS EVERY NIGHT 365 ML,CUIDADO PERSONAL,nan,276.00,12,23.00,2.4253,4.3513,669.40,1200.95
001471,PEPITO ORIGINAL FRITO LAY 80 GR,CONFITERIA,nan,756.00,36,21.00,0.8854,1.0601,669.37,801.43
003699,FIDEOS DE CARNE EXPRESS RENATA 85 GR,VIVERES,nan,850.00,50,17.00,0.7800,0.6900,663.00,586.50
004720,SHAMPOO 2 EN 1 OPTIMS VITAL KERATINA PALMOLIVE 400 ML,CUIDADO PERSONAL,nan,360.00,12,30.00,1.8400,5.8013,662.40,2088.46
001092,SALSA PARA PASTA NAPOLITANA UNDERWOOD 190 GR,VIVERES,nan,648.00,24,27.00,1.0100,1.2400,654.48,803.52
000950,NECTAR DE MANZANA DEL MONTE 200 ML,BEBIDAS,nan,999.00,27,37.00,0.6522,0.6200,651.52,619.38
000931,CHOCOLATE CON LECHE 75 ANIVERSARIO SAVOY 100 GR,CONFITERIA,nan,360.00,120,3.00,1.7996,2.5700,647.85,925.20
003839,GATARINA GATICOS MIRRINGO 1 KG,MASCOTAS,nan,400.00,20,20.00,1.6111,5.1434,644.44,2057.37
001044,CEREAL POP CRONCH MAIZORITOS 240 GR,VIVERES,nan,432.00,12,36.00,1.4900,2.6297,643.68,1136.01
001058,CEREAL CHOCOLATE FLIPS 120 GR,VIVERES,nan,520.00,20,26.00,1.2372,1.6500,643.37,857.98
003525,SALSA DE TOMATE PICANTE HEINZ 397 GR,VIVERES,nan,528.00,24,22.00,1.2184,1.9100,643.31,1008.48
000776,CIGARROS RED LUCKY STRIKE 20 UND,MISCELANEOS,None,320.00,10,32.00,2.0061,3.4600,641.96,1107.20
002975,CUP PASTA NOODLES DE VEGETALES KALDINI 60 GR,VIVERES,nan,600.00,24,25.00,1.0688,1.4610,641.29,876.57
002974,CUP PASTA NOODLES DE POLLO KALDINI 60 GR,VIVERES,nan,600.00,24,25.00,1.0632,1.4604,637.92,876.22
003656,GALLETAS DE FRESA FESTIVAL 403 GR,GALLETAS,nan,360.00,24,15.00,1.7651,2.7595,635.43,993.40
004881,COMPOTA DE MANZANA SIN AZUCAR OSOLE 100 GR,INFANTIL,nan,1032.00,24,43.00,0.6110,0.6298,630.58,649.97
001525,PALA GRANDE DIAMANTE,LIMPIEZA,nan,576.00,12,48.00,1.0854,1.5601,625.18,898.65
001714,FLAQUITO AVELLANA ST. MORIZT 30 GR,GALLETAS,nan,864.00,144,6.00,0.7202,0.5300,622.22,457.92
002399,DESODORANTE CLINICAL COMPLETE LADY SPEED STICK 30 GR,CUIDADO PERSONAL,nan,792.00,36,22.00,0.7790,1.4785,616.96,1170.93
004256,CHOCOLATE DELIGHT SAVOY 100 GR,CONFITERIA,nan,192.00,96,2.00,3.2100,4.1100,616.32,789.12
003238,VACIO CERVEZA POLAR 222 ML,SIN CATEGORIA,None,182.00,1,182.00,3.3667,4.7900,612.73,871.78
002973,CUP PASTA NOODLES CARNE KALDINI 60 GR,VIVERES,nan,576.00,24,24.00,1.0637,1.4602,612.71,841.09
001581,HARINA DE TRIGO TODO USO SIN GLUTEN KELIN 400 GR,CESTA BASICA,nan,641.00,24,26.71,0.9555,1.1200,612.45,717.92
003554,SALSA DE AJO ARIAS 150 ML,VIVERES,nan,696.00,24,29.00,0.8795,0.9700,612.16,675.12
000662,LAVAPLATOS EN CREMA LIMON AXION 450 GR,LIMPIEZA,nan,504.00,24,21.00,1.2127,2.8575,611.20,1440.17
001060,CEREAL CHOCOFUDGE FLIPS 50 GR,VIVERES,nan,616.00,56,11.00,0.9915,1.3199,610.76,813.03
004439,PIMIENTA NEGRA MOLIDA LA COMADRE 43 GR,VIVERES,nan,336.00,12,28.00,1.8052,2.8196,606.53,947.40
000955,REFRESCO PIÑA GOLDEN 1.5 LT,BEBIDAS,nan,756.00,6,126.00,0.8020,0.6700,606.34,506.52
002696,COMPOTA DE BANANA VIVO MI FRUIT 90 GR,INFANTIL,nan,664.00,36,18.44,0.9130,0.8013,606.26,532.08
004681,GALLETAS DE LIMON TV PUIG 77 GR,GALLETAS,nan,972.00,36,27.00,0.6226,0.5792,605.16,563.03
001211,COLADO POUCH DE POSTRE DE FRUTAS HEINZ 113 GR,INFANTIL,nan,768.00,24,32.00,0.7875,0.8100,604.80,622.08
001233,MOSTAZA PREPARADA HEINZ 490 GR,VIVERES,nan,216.00,12,18.00,2.8000,3.4400,604.80,743.04
000699,ACONDICIONADOR CABELLO LISO PROH COMPLEX DRENE 370 ML,CUIDADO PERSONAL,nan,312.00,12,26.00,1.9244,4.1019,600.43,1279.79
001462,PAPAS DE QUESO RUFFLES FRITO LAY 125 GR,CONFITERIA,nan,378.00,18,21.00,1.5821,2.7314,598.04,1032.45
004206,SALSA PARA PIZZA OSOLE 200 GR,VIVERES,nan,672.00,24,28.00,0.8895,1.0095,597.77,678.36
001388,RON GRAN RESERVA SANTA TERESA 700 ML,BODEGON,nan,156.00,6,26.00,3.8258,7.4720,596.82,1165.64
002826,WAFER DE CHOCOLATE RENATA 115 GR,GALLETAS,nan,720.00,40,18.00,0.8270,0.8518,595.44,613.27
001239,GELATINA DE UVA SONRISSA 132 GR,REPOSTERIA,nan,336.00,48,7.00,1.7700,2.1800,594.72,732.48
001785,CHEESE PEK TOCINETA Y PICANTE TREO 75 GR,CONFITERIA,nan,940.00,10,94.00,0.6286,0.6100,590.87,573.40
004180,TOALLAS SANITARIAS UF FLUJO ABUNDANTE ALWAYS 16 UND,CUIDADO PERSONAL,nan,216.00,12,18.00,2.7227,4.2785,588.10,924.16
001133,GALLETAS FAMILY CLUB PUIG 300 GR,GALLETAS,nan,504.00,24,21.00,1.1605,1.7919,584.87,903.10
001716,FLAQUITO AVELLANA NEVADO ST. MORIZT 30 GR,GALLETAS,nan,864.00,144,6.00,0.6755,0.5300,583.62,457.92
001091,SALSA PARA PASTA DIABLITOS UNDERWOOD 190 GR,VIVERES,nan,576.00,24,24.00,1.0100,1.2400,581.76,714.24
000698,SHAMPOO CABELLO SECO Y MALTRATADO DRENE 370 ML,CUIDADO PERSONAL,nan,288.00,12,24.00,1.9976,4.3888,575.31,1263.98
001512,PIMIENTA NEGRA MOLIDA IBERIA 3 GR,SIN CATEGORIA,None,1008.00,24,42.00,0.5640,0.2688,568.54,270.92
003477,SALSA BECHAMEL IBERIA 50 GR,VIVERES,nan,432.00,24,18.00,1.3151,1.7306,568.14,747.64
003703,WAFER MORANGO RENATA 115 GR,SIN CATEGORIA,None,640.00,40,16.00,0.8830,0.9657,565.14,618.05
000988,REFRESCO KOLITA GOLDEN 1.5 LT,BEBIDAS,nan,744.00,6,124.00,0.7578,0.6700,563.78,498.48
003872,LECHE EVAPORADA KALDINI 410 GR,CESTA BASICA,nan,384.00,24,16.00,1.4659,2.5300,562.92,971.52
001241,GELATINA DE UVA SONRISSA 66 GR,REPOSTERIA,nan,528.00,48,11.00,1.0627,1.3700,561.08,723.36
002443,TRATAMIENTO CAPILAR NUTRICION NUTRIBELA SOBRE 27 ML,CUIDADO PERSONAL,nan,1128.00,288,3.92,0.4972,0.5611,560.82,632.90
004874,WHISKY BLACK LABEL 12 AÑOS JOHNNIE WALKER 700 ML,BODEGON,nan,24.00,12,2.00,23.3200,24.9900,559.68,599.76
004677,TOSTON CON SAL TOM 28 GR,CONFITERIA,nan,2592.00,24,108.00,0.2148,0.2500,556.80,648.00
001508,SALSA INGLESA IBERIA 300 ML,VIVERES,nan,348.00,12,29.00,1.5959,2.5188,555.39,876.54
003796,COLONIA PARA NIÑOS CON GLICERINA CHICCO 220 ML,INFANTIL,nan,160.00,10,16.00,3.4632,5.2694,554.11,843.11
001832,JUGO DE DURAZNO CARTON NATULAC 1 LT,BEBIDAS,nan,432.00,12,36.00,1.2783,1.8515,552.23,799.85
005073,PASTA ESPECIALIDADES FETUCCINI CAPRI 500 GR,CESTA BASICA,nan,408.00,12,34.00,1.3453,1.6900,548.90,689.52
001611,ARVEJAS VERDES MARY 400 GR,SIN CATEGORIA,None,450.00,30,15.00,1.2193,1.8800,548.66,846.00
002149,CREMA DENTAL CON BLANQUEADOR ALIDENT 100 GR,SIN CATEGORIA,None,576.00,96,6.00,0.9493,1.1589,546.81,667.55
002081,SALSA PARA PASTA NAPOLITANA OSOLE 340 GR,VIVERES,nan,432.00,24,18.00,1.2655,1.6899,546.68,730.04
001516,COMINO MOLIDO IBERIA 20 GR,VIVERES,nan,600.00,24,25.00,0.9100,1.1200,546.00,672.00
005242,CERVEZA MUNICH CARDENAL LATA 250 ML,BODEGON,nan,600.00,24,25.00,0.9024,0.7920,541.45,475.21
004455,PAN DE SANDWICH BLANCO CRUSTISSIMO 500 GR,SIN CATEGORIA,None,477.00,1,477.00,1.1288,1.6400,538.42,782.28
000700,ACONDICIONADOR CABELLO SECO PROH COMPLEX DRENE 370 ML,CUIDADO PERSONAL,nan,216.00,12,18.00,2.4866,4.3893,537.10,948.08
001594,SANGRIA EN LATA VERANO CAROREÑA 250 ML,BODEGON,nan,528.00,24,22.00,1.0136,1.1708,535.18,618.17
004482,GALLETAS DE VAINILLA OREO 48 GR,GALLETAS,nan,1408.00,128,11.00,0.3800,0.5100,535.04,718.08
001470,PLATANITOS NATUCHIPS  80 GR,CONFITERIA,nan,480.00,24,20.00,1.1018,1.5400,528.86,739.20
000956,REFRESCO UVA GOLDEN 1.5 LT,BEBIDAS,nan,696.00,6,116.00,0.7562,0.6700,526.29,466.32
001304,TORTILLAS RAPIDITAS DE MANTEQUILLA BIMBO 330 GR,PANADERIA,nan,301.00,1,301.00,1.7347,2.7500,522.15,827.75
001240,GELATINA DE FRESA SONRISSA 66 GR,REPOSTERIA,nan,480.00,48,10.00,1.0866,1.3700,521.57,657.60
001837,COCTEL DE FRUTAS CARTON NATULAC 1 LT,BEBIDAS,nan,312.00,12,26.00,1.6700,2.0500,521.04,639.60
001566,GELATINA SABOR A FRESA GELLA MONTALBAN 90 GR,REPOSTERIA,nan,504.00,72,7.00,1.0300,1.3700,519.12,690.48
002976,CUP PASTA NOODLES CAMARONES KALDINI 60 GR,VIVERES,nan,432.00,24,18.00,1.2000,1.4800,518.40,639.36
005149,GRANJA LIMPIADOR MULTIUSO 500 ML,Hogar,GRANJA,240.00,12,20.00,2.1600,2.4800,518.40,595.20
001857,COLADO DE DURAZNO NATULAC 113 GR,INFANTIL,nan,672.00,24,28.00,0.7710,0.8600,518.13,577.92
001836,JUGO MANZANA NATULAC CARTON 1 LT,SIN CATEGORIA,NATULAC,432.00,12,36.00,1.1984,1.8521,517.71,800.09
002080,SALSA PARA PIZZA OSOLE 340 GR,VIVERES,nan,432.00,24,18.00,1.1970,1.6900,517.09,730.08
000879,GALLETAS MINI FRESA SAMBA 35 UND 560 GR,GALLETAS,nan,112.00,8,14.00,4.5800,15.0273,512.96,1683.05
003240,VACIO CERVEZA ZULIA 222 ML,SIN CATEGORIA,None,150.00,1,150.00,3.4000,5.0500,510.00,757.50
005083,DE TODITO RESUELTO PLUS FRITO LAY 110 GR,CONFITERIA,nan,360.00,18,20.00,1.4151,2.1000,509.45,756.00
005311,HISOPO ALIVE BLISTER 300 PCS,SIN CATEGORIA,None,576.00,144,4.00,0.8828,1.7643,508.50,1016.23
004226,PAPAS DE QUESO RUFFLES FRITO LAY 300 GR,CONFITERIA,nan,104.00,8,13.00,4.8800,6.2500,507.52,650.00
001215,GELATINA DE CEREZA SONRISSA 132 GR,REPOSTERIA,nan,336.00,48,7.00,1.5100,1.8600,507.36,624.96
001216,GELATINA DE FRAMBUESA SONRISSA 132 GR,REPOSTERIA,nan,336.00,48,7.00,1.5100,1.8600,507.36,624.96
001834,JUGO DE PERA CARTON NATULAC 1 LT,BEBIDAS,nan,408.00,12,34.00,1.2418,1.8518,506.64,755.52
001385,LICOR DE WHISKY KINGS CLUB 1 LT,BODEGON,nan,168.00,12,14.00,3.0049,4.1609,504.82,699.03
001791,QUESO CHEDDAR FRITZ 240 GR,VIVERES,nan,504.00,12,42.00,1.0000,2.6379,504.00,1329.50
001962,PUDIN DE FRESA FRUXI 48 GR,REPOSTERIA,nan,600.00,24,25.00,0.8400,1.0300,504.00,618.00
004390,GALLETA DE CHOCOLATE TIPO AMERICANO NAVIDAD OREO 192,SIN CATEGORIA,None,364.00,28,13.00,1.3761,2.0288,500.91,738.49
001308,PAN CONTIGO DIET BIMBO 350 GR,PANADERIA,nan,404.00,1,404.00,1.2381,1.8000,500.21,727.20
005031,MERMELADA DE FRESA GRANJA 230 GR,VIVERES,nan,408.00,24,17.00,1.2217,1.6500,498.44,673.20
003924,BASE PARA COCINAR POLLO AL HORNO OSOLE 300 GR,VIVERES,nan,336.00,24,14.00,1.4800,1.8200,497.28,611.52
002225,AGUARDIENTE TUCACAS 40º 1 LT,BODEGON,nan,324.00,12,27.00,1.5311,2.1500,496.08,696.60
001905,DESINFECTANTE FRESCURA FRUTAL MISTOLIN 828 ML,LIMPIEZA,nan,432.00,12,36.00,1.1448,1.6700,494.57,721.44
003362,CEREAL INFANTIL 3 CEREALES NESTUM NESTLE 225 GR,INFANTIL,nan,168.00,24,7.00,2.9400,3.7600,493.92,631.68
002441,TRATAMIENTO CAPILAR CELULAS MADRES NUTRIBELA SOBRE 27 ML,CUIDADO PERSONAL,nan,1212.00,288,4.21,0.4070,0.5626,493.25,681.89
004457,PAN INTEGRAL ALTO EN FIBRA CRUSTISSIMO 420 GR,SIN CATEGORIA,None,417.00,1,417.00,1.1802,2.0100,492.13,838.17
000637,DESODORANTE PRACTI-CREMA XTREME NIGHT SPEED STICK 30 GR,CUIDADO PERSONAL,nan,624.00,36,17.33,0.7870,1.4321,491.07,893.63
000873,BEBIDA EN POLVO DE PARCHITA NESTEA 90 GR,BEBIDAS,nan,504.00,72,7.00,0.9734,1.1898,490.60,599.67
000701,CREMA DE PEINAR PROH COMPLEX DRENE 240 ML,CUIDADO PERSONAL,nan,288.00,12,24.00,1.7000,3.2916,489.60,947.99
001238,GELATINA DE LIMON SONRISSA 132 GR,REPOSTERIA,nan,288.00,48,6.00,1.6930,2.1800,487.58,627.84
003899,TRATAMIENTO CAPILAR ENZIMOTERAPIA NUTRIBELA SOBRE 27 ML,CUIDADO PERSONAL,nan,1056.00,288,3.67,0.4610,0.5312,486.80,560.94
004131,CEREAL DULCE DE LECHE FLIPS 400 GR,VIVERES,nan,238.00,14,17.00,2.0368,5.1624,484.76,1228.66
001786,CHEEZ PEK SABOR A QUESO TREO 75 GR,CONFITERIA,nan,660.00,10,66.00,0.7339,0.6100,484.35,402.60
001960,PUDIN DE CHOCOLATE FRUXI 48 GR,REPOSTERIA,nan,576.00,24,24.00,0.8400,1.0300,483.84,593.28
002079,SALSA PARA PASTA BOLOGNESA OSOLE 340 GR,VIVERES,nan,384.00,24,16.00,1.2584,1.8900,483.22,725.76
